placeDcid,placeName,Date:Median_Age_Person,Value:Median_Age_Person,Source:Median_Age_Person,Date:Median_Income_Person,Value:Median_Income_Person,Source:Median_Income_Person,Date:Count_Person,Value:Count_Person,Source:Count_Person,Date:Count_HousingUnit,Value:Count_HousingUnit,Source:Count_HousingUnit,Date:Monthly_Median_GrossRent_HousingUnit,Value:Monthly_Median_GrossRent_HousingUnit,Source:Monthly_Median_GrossRent_HousingUnit
zip/11378,11378,2017,38.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35844,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,13833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11379,11379,2017,43.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36795,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37524,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,14690,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11385,11385,2017,35.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,31582,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,106598,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,38073,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11411,11411,2017,44.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35971,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19990,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,6288,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11412,11412,2017,39.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,31645,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,38833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,11788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11413,11413,2017,39.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33540,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,42895,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,12866,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11414,11414,2017,45.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,34030,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29203,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,11501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11415,11415,2017,38.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,41065,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,9503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11416,11416,2017,35.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,25247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,7771,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11417,11417,2017,37.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27776,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,9827,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11418,11418,2017,34.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27722,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,39267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,11842,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11419,11419,2017,36.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,25179,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,52392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,13512,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11420,11420,2017,38.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,25894,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,49396,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,14156,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11421,11421,2017,37.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26511,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,43567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,12907,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11422,11422,2017,37.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35270,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,10277,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11423,11423,2017,39.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,28783,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32407,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,10362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11424,11424,,,,,,,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11425,11425,,,,,,,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11426,11426,2017,38.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37346,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,6690,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11427,11427,2017,42.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32361,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,23809,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,7970,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11428,11428,2017,40,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,31648,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19859,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,6010,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11429,11429,2017,39.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29651,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27667,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,7833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11430,11430,2017,45.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,8315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11432,11432,2017,35.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,23704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,65098,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19948,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11433,11433,2017,34.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36019,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,11597,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11434,11434,2017,37.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29556,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,66725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,22077,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11435,11435,2017,35.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26952,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,59214,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19719,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11436,11436,2017,35.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29644,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20905,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,6099,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11451,11451,,,,,,,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11691,11691,2017,31.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,22967,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,65356,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11692,11692,2017,33.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,25041,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,7231,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11693,11693,2017,38.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,31428,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,12709,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,5312,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11694,11694,2017,49,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,38978,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21003,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,9417,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11697,11697,2017,49.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,42183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,3702,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,2400,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
