placeDcid,placeName,Date:Median_Age_Person,Value:Median_Age_Person,Source:Median_Age_Person,Date:Median_Income_Person,Value:Median_Income_Person,Source:Median_Income_Person,Date:Count_Person,Value:Count_Person,Source:Count_Person,Date:Count_HousingUnit,Value:Count_HousingUnit,Source:Count_HousingUnit,Date:Monthly_Median_GrossRent_HousingUnit,Value:Monthly_Median_GrossRent_HousingUnit,Source:Monthly_Median_GrossRent_HousingUnit
zip/10459,10459,2017,30.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16647,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,48895,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,17625,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10460,10460,2017,31.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,15296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,60772,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21364,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10461,10461,2017,38.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29987,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,51021,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20286,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10462,10462,2017,35.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27706,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,79188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,31105,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10463,10463,2017,38.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30542,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,72863,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10464,10464,2017,44.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,48221,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,4517,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,2142,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10465,10465,2017,41.7,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35014,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,44269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16884,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10466,10466,2017,36.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26314,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,73569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24926,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10467,10467,2017,33.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20787,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,102718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,38059,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10468,10468,2017,32,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19243,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,77657,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26969,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10469,10469,2017,39.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,28576,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,73008,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,23576,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10470,10470,2017,41.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,14592,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,6355,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10471,10471,2017,42.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,41405,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,22040,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,9721,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10472,10472,2017,32.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,17137,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,68924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,23328,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10473,10473,2017,35.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,62531,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21894,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10474,10474,2017,29.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,15367,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,12608,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,4105,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/10475,10475,2017,45.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30474,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,44241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11004,11004,2017,44.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,41636,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,15151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,5223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11005,11005,2017,83.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33636,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,1762,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,1609,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11101,11101,2017,34.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35593,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,28852,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,15249,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11102,11102,2017,33.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33068,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33727,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,15696,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11103,11103,2017,33.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36870,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,38036,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,18102,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11104,11104,2017,38.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36969,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,25725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,12389,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11105,11105,2017,35.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,38189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37288,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,17039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11106,11106,2017,35.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,34481,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,40111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,18893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11109,11109,2017,31.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,96642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,5298,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,3745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11201,11201,2017,35,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,66686,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,61907,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29843,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11203,11203,2017,39.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27633,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,75989,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11204,11204,2017,34.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21832,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,80056,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26143,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11205,11205,2017,30,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26572,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,45148,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,17217,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11206,11206,2017,29.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20941,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,87767,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11207,11207,2017,34,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,22054,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,92580,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36481,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11208,11208,2017,32,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,25683,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,99145,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36331,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11209,11209,2017,40.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,40659,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,67950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33086,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11210,11210,2017,35.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,68988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24112,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11211,11211,2017,30.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37255,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,101560,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,41188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11212,11212,2017,35.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,17069,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,82831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,34726,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11213,11213,2017,34,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24813,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,66503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11214,11214,2017,39.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24279,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,94283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33767,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11215,11215,2017,35.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,60261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,71015,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,31062,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11216,11216,2017,34.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,57410,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27036,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11217,11217,2017,35.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,54269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,39687,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,18500,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11218,11218,2017,33.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30455,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,76960,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26127,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11219,11219,2017,27.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,18516,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,93979,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27560,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11220,11220,2017,33.7,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19126,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,100412,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30849,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11221,11221,2017,31.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26279,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,84536,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33855,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11222,11222,2017,35,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,46482,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,18689,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11223,11223,2017,36.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,22848,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,80855,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11224,11224,2017,45.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,45244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11225,11225,2017,34.7,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,59497,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24966,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11226,11226,2017,34.1,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27197,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,102585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,40343,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11228,11228,2017,40.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27946,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,44676,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16224,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11229,11229,2017,40.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30313,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,85776,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33197,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11230,11230,2017,33.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24032,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,90257,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32557,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11231,11231,2017,36.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,51872,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11232,11232,2017,33.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,23530,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,28992,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,9278,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11233,11233,2017,33.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26077,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,74982,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,31542,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11234,11234,2017,40.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,34760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,97741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,34111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11235,11235,2017,44.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,80222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35857,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11236,11236,2017,37.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32161,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,100633,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35249,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11237,11237,2017,30.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,25214,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,52319,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,17984,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11238,11238,2017,35.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,44793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,55398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11239,11239,2017,47.7,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16717,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,12713,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,6802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11351,11351,,,,,,,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11354,11354,2017,44.2,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,22272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,57566,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,22580,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11355,11355,2017,42.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20435,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,82890,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30375,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11356,11356,2017,38,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27231,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24069,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,8250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11357,11357,2017,44.8,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35469,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,41393,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11358,11358,2017,43.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,32065,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,36959,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,13885,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11359,11359,,,,,,,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11360,11360,2017,48.4,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,47427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,19501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,9372,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11361,11361,2017,41.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29072,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,11233,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11362,11362,2017,48.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,41867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,18443,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,7430,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11363,11363,2017,45.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,45052,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,7423,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,2757,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11364,11364,2017,44.7,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37649,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35885,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,14071,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11365,11365,2017,41.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,45565,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,16321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11366,11366,2017,40.5,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,29704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,14308,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,4861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11367,11367,2017,35,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30174,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,43496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,15817,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11368,11368,2017,32,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,21009,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,114647,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,30363,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11369,11369,2017,36.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,24311,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,37325,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,12813,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11370,11370,2017,37.3,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27193,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33789,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,10192,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11371,11371,,,,,,,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11372,11372,2017,39.7,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,27714,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,64298,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,26224,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11373,11373,2017,38.6,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,23679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,96353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33903,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11374,11374,2017,44,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,34918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,43540,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,20911,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11375,11375,2017,41.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,47471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,72937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,35211,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
zip/11377,11377,2017,38.9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,28908,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,89688,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2017,33979,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,,,
